f39a63aecedfd841b4ba03191736c196362930a7,Ten Nascimento
2b299e61160db26b5af48a750a0de3b1f57b2df0,Administrator
9d9a5d30d9079cb8ad3672b4e47af147d3353642,felipe
720fc03cb8ab4a2b0e19e52dae9e6c18dcb3bae0,felipe
f063d5edd5a24a862f20a7b80af586653b6d4ebd,felipe
be557f9f33c20488d5a53934ca9d03c6d31d5fbc,felipe
64666eb023578f5620a83d1dcdd3979f024aa1a4,felipe
488b8444f69d359789255787c0c06ed1f73ca384,felipe
a4062e786e082150768a1a5d6f3c360ac4cbc1bb,felipe
24eb5e1209f069c1aeaad35ec5d20a298bb2502b,felipe
9399cc7fb792caa5509ee3c9e9cc31ee13ba11f3,felipe
e6147e003c38438b3f78f5bc9400c9a3ca77cf84,felipe
224ce15353235a7f0b1e641db97a36fb5de08eac,felipe
64be51073937d983335d5dcfda39fbc1731062f6,felipe
c296195893a3d70be8313f8873d59d8ab5c262a0,felipe
12024f9b0c5e71619046d7e11bf0ff4d5f36cb95,felipe
cc186c10e6b786bee14907fa036d051914b14277,felipe
c3821b392e1acd84bd1a335cd201c34a425d48e8,felipe
e5521db06bb6cb243c387c4e49b586d9780a07ef,felipe
660701c1d4bfe345e1ae5f1422342a9b578b0257,felipe
84d795149ca2fa5dffc7d80ee5e391277cb46fbe,velloso
6544c5ff46b2dda312ea1b3c55dfd602b5906819,velloso
6f7f801adb783e033f67b7c4046997cb95951087,felipe
12f13e3026c42d146143ce0f072131a595d34935,felipe
eba89a528c4d2ea00cf8658ec903632d16b1b529,ccosta
8a97428ed6cdf73a3a42f237764b6c7338b6d570,felipe
ae69ee766af116cdae0084f7dd753579811a1174,felipe
aa8732ab10b7b8a01dda2442173999c65d3bd9f6,felipe
2665e06e9b924badc4f0f6adfbe43f1ef8287520,felipe
763bcdd329f26e0a7f046ca936ecde2782c1e98f,felipe
35bb72fa9506e0fdb8f24f50c93ba476af313dfd,felipe
75f97d0400e726c5382db3cdf05748bd9214d17b,ccosta
64cdd3a7af030d80bbd28a512c92f5b19167e595,ccosta
b841eeccdd7225ea48b220994bf9f18718d5069b,ccosta
675995a94bca68f4c40a70586e6a81308fbf0e0e,ccosta
fd71c0f172e83f605596768c6d03dc801edceba8,ccosta
ae8cd569e9aec63d1eab382070dca6702f6b6f0b,ccosta
2a7f4f32d4a16b444bf8d3efd8ede09dfe9482c8,ccosta
ad3f06075bc4adc1f6d3a984dfbce9d18b678352,ccosta
335ffc2331260077202b84e1a3d1262ad80d703e,ccosta
cc3e3ed8ebfce9455c148760e43d151e06a6303b,ccosta
94aeb28acc176d867c9094148c093274478b679e,ccosta
b49394dc4f32e4c6579e69db3467e4253d2ca5d8,ccosta
5159909e2649a9b6eb30f3eab399b54541d89adb,ccosta
90dee5927fd42d02e369af5207772f6fdc1117cb,ccosta
4787bd44160258a950d8153f3e4f4f3ea92ca760,ccosta
f5a5fa3f60f9e7d95039e3a9187757bc67208f84,ccosta
2e1396b8188ac9b1a93bda0d56ff2da444ecf100,ccosta
87ec7c54de86de10cba85e8a34bbbadf09606876,ccosta
ff1d8b7c94b4251094461f120ea40fb3fd68c8e7,ccosta
049383834160483a584097386963be7a076fec36,ccosta
c26f02d15419baba6afe96a267dc3b6ae1204000,ccosta
e40a63ccc57d068ebccd9b4d5bd2b3e1a3f4019f,ccosta
a2367256a5fb48af41e27a82304888071a006366,ccosta
0f78f83324781a0f1801f986399d5785bf98db8c,ccosta
497c446d9990e14eb09fdc3f4a40a848a894a68f,ccosta
